email,first_name,initials,last_name,dob,gender,role,phone,street_address,city,state_province,postal_code,country,password1,password2
ingrid_hansen@bivgs.no,Ingrid,G,Hansen,10/10/2004,male,student,+4796713137,Dalbakken 198,Arendal,Arendal,8851,NO,@0BusiaKenya,@0BusiaKenya
anita_verma@bivgs.no,Anita,I,Verma,3/7/2004,female,student,+4796765407,Berghagen 23,Levanger,Levanger,6030,NO,@0BusiaKenya,@0BusiaKenya
joseph_musoke@bivgs.no,Joseph,S,Musoke,1/28/2004,male,student,+4796773015,Dalenga 196,Gjøvik,Gjøvik,5865,NO,@0BusiaKenya,@0BusiaKenya
hannah_larsen@bivgs.no,Hannah,N,Larsen,2/18/2004,male,student,+4796287215,Vikgata 149,Moss,Moss,6772,NO,@0BusiaKenya,@0BusiaKenya
ram_thapa@bivgs.no,Ram,M,Thapa,6/27/2004,female,student,+4796382513,Vikbråten 11,Hønefoss,Hønefoss,4415,NO,@0BusiaKenya,@0BusiaKenya
mwangi_kariuki@bivgs.no,Mwangi,A,Kariuki,9/3/2004,female,student,+4796266338,Dalveien 54,Sogndal,Sogndal,6170,NO,@0BusiaKenya,@0BusiaKenya
ole_andersen@bivgs.no,Ole,E,Andersen,4/12/2004,female,student,+4796193621,Dalveien 34,Gjøvik,Gjøvik,1346,NO,@0BusiaKenya,@0BusiaKenya
mei_li@bivgs.no,Mei,I,Li,5/19/2004,female,student,+4796482763,Skogenga 26,Fauske,Fauske,8481,NO,@0BusiaKenya,@0BusiaKenya
raj_iyer@bivgs.no,Raj,J,Iyer,10/3/2004,male,student,+4796516009,Bergbråten 71,Alta,Alta,1191,NO,@0BusiaKenya,@0BusiaKenya
feng_chen@bivgs.no,Feng,N,Chen,9/4/2004,male,student,+4796608869,Skogstien 189,Lillestrøm,Lillestrøm,3340,NO,@0BusiaKenya,@0BusiaKenya
pooja_khadka@bivgs.no,Pooja,O,Khadka,5/13/2004,female,student,+4796515482,Fjordplassen 108,Lillestrøm,Lillestrøm,5633,NO,@0BusiaKenya,@0BusiaKenya
pooja_thapa@bivgs.no,Pooja,O,Thapa,3/10/2004,female,student,+4796303658,Lundenga 105,Hønefoss,Hønefoss,4210,NO,@0BusiaKenya,@0BusiaKenya
xiao_liu@bivgs.no,Xiao,A,Liu,6/22/2004,male,student,+4796523935,Fjordveien 126,Hønefoss,Hønefoss,1472,NO,@0BusiaKenya,@0BusiaKenya
achan_musoke@bivgs.no,Achan,H,Musoke,5/8/2004,female,student,+4796467717,Lundgata 150,Hønefoss,Hønefoss,3174,NO,@0BusiaKenya,@0BusiaKenya
achan_ssenyonga@bivgs.no,Achan,H,Ssenyonga,1/17/2004,female,student,+4796578653,Lundenga 186,Kongsvinger,Kongsvinger,9785,NO,@0BusiaKenya,@0BusiaKenya
kavita_rao@bivgs.no,Kavita,V,Rao,8/18/2004,male,student,+4796815551,Skoggata 79,Moelv,Moelv,3090,NO,@0BusiaKenya,@0BusiaKenya
xiao_wang@bivgs.no,Xiao,A,Wang,9/12/2004,female,student,+4796732705,Dalstien 190,Gjøvik,Gjøvik,1397,NO,@0BusiaKenya,@0BusiaKenya
ram_rana@bivgs.no,Ram,M,Rana,6/23/2004,male,student,+4796389190,Solstien 15,Tynset,Tynset,5169,NO,@0BusiaKenya,@0BusiaKenya
kintu_kagwa@bivgs.no,Kintu,N,Kagwa,8/14/2004,female,student,+4796455625,Dalveien 44,Tynset,Tynset,5685,NO,@0BusiaKenya,@0BusiaKenya
kavita_sharma@bivgs.no,Kavita,V,Sharma,4/14/2004,male,student,+4796203432,Lundveien 175,Arendal,Arendal,3755,NO,@0BusiaKenya,@0BusiaKenya
anita_gupta@bivgs.no,Anita,I,Gupta,1/8/2004,female,student,+4796664161,Vikplassen 190,Moelv,Moelv,1344,NO,@0BusiaKenya,@0BusiaKenya
jian_yang@bivgs.no,Jian,A,Yang,5/6/2004,female,student,+4796794306,Lundveien 181,Tynset,Tynset,1974,NO,@0BusiaKenya,@0BusiaKenya
amit_gupta@bivgs.no,Amit,I,Gupta,12/16/2004,male,student,+4796102928,Havbråten 57,Alta,Alta,1326,NO,@0BusiaKenya,@0BusiaKenya
mwangi_kamaui@bivgs.no,Mwangi,A,Kamau,8/24/2004,female,student,+4796354310,Dalplassen 107,Alta,Alta,9845,NO,@0BusiaKenya,@0BusiaKenya
bikash_gurung@bivgs.no,Bikash,K,Gurung,12/25/2004,female,student,+4796683270,Skogplassen 26,Alta,Alta,4891,NO,@0BusiaKenya,@0BusiaKenya
xiao_wanglee@bivgs.no,Xiao,A,Wanglee,7/4/2004,female,student,+4796116860,Elvbakken 182,Fauske,Fauske,8801,NO,@0BusiaKenya,@0BusiaKenya
john_mutua@bivgs.no,John,H,Mutua,12/3/2004,female,student,+4796375476,Solstien 48,Førde,Førde,5092,NO,@0BusiaKenya,@0BusiaKenya
joseph_kagwa@bivgs.no,Joseph,S,Kagwa,6/28/2004,male,student,+4796446247,Solbakken 28,Notodden,Notodden,6380,NO,@0BusiaKenya,@0BusiaKenya
hannah_andersen@bivgs.no,Hannah,N,Andersen,7/10/2004,male,student,+4796893534,Bergveien 85,Kongsvinger,Kongsvinger,5679,NO,@0BusiaKenya,@0BusiaKenya
hannah_olsen@bivgs.no,Hannah,N,Olsen,5/2/2004,male,student,+4796919309,Elvstien 117,Førde,Førde,7586,NO,@0BusiaKenya,@0BusiaKenya
krishna_thapa@bivgs.no,Krishna,I,Thapa,1/23/2004,male,student,+4796463278,Elvbråten 24,Fauske,Fauske,5598,NO,@0BusiaKenya,@0BusiaKenya
james_bakker@bivgs.com,James,M,Bakker,1/22/2005,male,student,+4748187646,Fjordstien 73,Alta,Alta,1516,NO,@0BusiaKenya,@0BusiaKenya
mary_novak@bivgs.com,Mary,R,Novak,5/13/2005,female,student,+4748186878,Bergplassen 113,Hønefoss,Hønefoss,7420,NO,@0BusiaKenya,@0BusiaKenya
john_lindberg@bivgs.com,John,H,Lindberg,12/17/2005,male,student,+4748186301,Fjordstien 119,Sandvika,Sandvika,9768,NO,@0BusiaKenya,@0BusiaKenya
patricia_novak@bivgs.com,Patricia,T,Novak,12/23/2005,female,student,+4748187627,Elvbakken 187,Moss,Moss,4105,NO,@0BusiaKenya,@0BusiaKenya
jennifer_schneider@bivgs.com,Jennifer,N,Schneider,11/10/2005,female,student,+4748185516,Åsveien 165,Stjørdal,Stjørdal,1820,NO,@0BusiaKenya,@0BusiaKenya
michael_novak@bivgs.com,Michael,C,Novak,11/11/2005,male,student,+4748183950,Lundplassen 21,Levanger,Levanger,4962,NO,@0BusiaKenya,@0BusiaKenya
linda_smits@bivgs.com,Linda,N,Smits,12/15/2005,female,student,+4748186250,Elvstien 57,Levanger,Levanger,8467,NO,@0BusiaKenya,@0BusiaKenya
william_schneider@bivgs.com,William,L,Schneider,7/4/2005,male,student,+4748187380,Dalbakken 58,Stjørdal,Stjørdal,8041,NO,@0BusiaKenya,@0BusiaKenya
elizabeth_dimitrov@bivgs.com,Elizabeth,I,Dimitrov,5/20/2005,female,student,+4748185159,Havhagen 186,Stjørdal,Stjørdal,1274,NO,@0BusiaKenya,@0BusiaKenya
david_hansen@bivgs.com,David,V,Hansen,12/20/2005,male,student,+4748189934,Skogbakken 98,Narvik,Narvik,4791,NO,@0BusiaKenya,@0BusiaKenya
richard_petrov@bivgs.com,Richard,C,Petrov,4/24/2005,male,student,+4748187739,Solgata 60,Sandvika,Sandvika,2213,NO,@0BusiaKenya,@0BusiaKenya
susan_bakker@bivgs.com,Susan,S,Bakker,5/18/2005,female,student,+4748188308,Havstien 124,Stjørdal,Stjørdal,4348,NO,@0BusiaKenya,@0BusiaKenya
joseph_popescu@bivgs.com,Joseph,S,Popescu,2/21/2005,male,student,+4748189487,Berghagen 15,Tynset,Tynset,7738,NO,@0BusiaKenya,@0BusiaKenya
jessica_schneider@bivgs.com,Jessica,S,Schneider,9/12/2005,female,student,+4748184798,Bergveien 64,Sandvika,Sandvika,2501,NO,@0BusiaKenya,@0BusiaKenya
thomas_schneider@bivgs.com,Thomas,O,Schneider,6/14/2005,male,student,+4748188809,Bergenga 188,Notodden,Notodden,2305,NO,@0BusiaKenya,@0BusiaKenya
sarah_kowalski@bivgs.com,Sarah,R,Kowalski,1/5/2005,female,student,+4748187581,Vikenga 44,Moelv,Moelv,7821,NO,@0BusiaKenya,@0BusiaKenya
charles_ivanov@bivgs.com,Charles,A,Ivanov,12/4/2006,male,student,+4748188516,Berggata 112,Sandvika,Sandvika,2443,NO,@0BusiaKenya,@0BusiaKenya
karen_ivanov@bivgs.com,Karen,R,Ivanov,2/24/2006,female,student,+4748189483,Fjordstien 182,Moss,Moss,7830,NO,@0BusiaKenya,@0BusiaKenya
christopher_lindberg@bivgs.com,Christopher,R,Lindberg,10/27/2006,male,student,+4748183771,Vikveien 10,Narvik,Narvik,3376,NO,@0BusiaKenya,@0BusiaKenya
nancy_schneider@bivgs.com,Nancy,N,Schneider,12/14/2006,female,student,+4748187973,Dalgata 91,Sandvika,Sandvika,4868,NO,@0BusiaKenya,@0BusiaKenya
daniel_jensen@bivgs.com,Daniel,N,Jensen,7/24/2006,male,student,+4748186203,Bergveien 128,Kirkenes,Kirkenes,8956,NO,@0BusiaKenya,@0BusiaKenya
matthew_andersen@bivgs.com,Matthew,T,Andersen,2/28/2006,male,student,+4748184674,Dalplassen 109,Jessheim,Jessheim,8385,NO,@0BusiaKenya,@0BusiaKenya
betty_andersen@bivgs.com,Betty,T,Andersen,7/25/2006,female,student,+4748188872,Lundbråten 149,Levanger,Levanger,2072,NO,@0BusiaKenya,@0BusiaKenya
anthony_lindberg@bivgs.com,Anthony,T,Lindberg,5/9/2006,male,student,+4748183545,Havhagen 121,Sandvika,Sandvika,8397,NO,@0BusiaKenya,@0BusiaKenya
mark_dubois@bivgs.com,Mark,R,Dubois,6/16/2006,male,student,+4748186209,Skogbråten 185,Notodden,Notodden,2075,NO,@0BusiaKenya,@0BusiaKenya
sandra_jensen@bivgs.com,Sandra,N,Jensen,4/18/2006,female,student,+4748188784,Åsplassen 6,Notodden,Notodden,8743,NO,@0BusiaKenya,@0BusiaKenya
donald_kowalski@bivgs.com,Donald,N,Kowalski,10/4/2006,male,student,+4748188109,Lundenga 184,Hønefoss,Hønefoss,8568,NO,@0BusiaKenya,@0BusiaKenya
ashley_bakker@bivgs.com,Ashley,H,Bakker,7/9/2006,female,student,+4748188131,Solhagen 153,Fauske,Fauske,9868,NO,@0BusiaKenya,@0BusiaKenya
steven_smits@bivgs.com,Steven,E,Smits,11/1/2006,male,student,+4748189728,Lundbråten 41,Stjørdal,Stjørdal,2118,NO,@0BusiaKenya,@0BusiaKenya
kimberly_smits@bivgs.com,Kimberly,M,Smits,4/25/2006,female,student,+4748186945,Åsbråten 188,Tynset,Tynset,8487,NO,@0BusiaKenya,@0BusiaKenya
donna_ivanov@bivgs.com,Donna,N,Ivanov,8/24/2007,female,student,+4748184592,Vikveien 176,Alta,Alta,9857,NO,@0BusiaKenya,@0BusiaKenya
joshua_andersen@bivgs.com,Joshua,S,Andersen,3/16/2007,male,student,+4748183734,Dalbråten 105,Moss,Moss,4723,NO,@0BusiaKenya,@0BusiaKenya
michelle_bakker@bivgs.com,Michelle,C,Bakker,10/27/2007,female,student,+4748183971,Berghagen 105,Narvik,Narvik,4560,NO,@0BusiaKenya,@0BusiaKenya
melissa_ivanov@bivgs.com,Melissa,L,Ivanov,9/6/2007,female,student,+4748187064,Skogplassen 164,Tynset,Tynset,1756,NO,@0BusiaKenya,@0BusiaKenya
george_popescu@bivgs.com,George,O,Popescu,8/25/2007,male,student,+4748187501,Åshagen 111,Notodden,Notodden,7144,NO,@0BusiaKenya,@0BusiaKenya
deborah_bakker@bivgs.com,Deborah,B,Bakker,8/13/2007,female,student,+4748189134,Bergbråten 26,Førde,Førde,9705,NO,@0BusiaKenya,@0BusiaKenya
edward_dimitrov@bivgs.com,Edward,W,Dimitrov,11/13/2007,male,student,+4748187255,Fjordbakken 137,Sogndal,Sogndal,4244,NO,@0BusiaKenya,@0BusiaKenya
stephanie_lindberg@bivgs.com,Stephanie,E,Lindberg,2/7/2007,female,student,+4748185341,Skoggata 112,Fauske,Fauske,4841,NO,@0BusiaKenya,@0BusiaKenya
ronald_kowalski@bivgs.com,Ronald,N,Kowalski,11/20/2007,male,student,+4748189295,Elvgata 105,Tynset,Tynset,8900,NO,@0BusiaKenya,@0BusiaKenya
timothy_petrov@bivgs.com,Timothy,M,Petrov,4/1/2007,male,student,+4748188685,Lundveien 45,Jessheim,Jessheim,9946,NO,@0BusiaKenya,@0BusiaKenya
laura_kowalski@bivgs.com,Laura,U,Kowalski,11/8/2007,female,student,+4748184762,Bergbråten 120,Narvik,Narvik,6935,NO,@0BusiaKenya,@0BusiaKenya
jason_johansson@bivgs.com,Jason,S,Johansson,10/6/2007,male,student,+4748184127,Lundplassen 155,Arendal,Arendal,5133,NO,@0BusiaKenya,@0BusiaKenya
sharon_ivanov@bivgs.com,Sharon,A,Ivanov,12/22/2007,female,student,+4748189446,Vikhagen 140,Hønefoss,Hønefoss,9484,NO,@0BusiaKenya,@0BusiaKenya
jeffrey_jensen@bivgs.com,Jeffrey,F,Jensen,5/25/2007,male,student,+4748186795,Lundenga 81,Fauske,Fauske,9567,NO,@0BusiaKenya,@0BusiaKenya
cynthia_ivanov@bivgs.com,Cynthia,N,Ivanov,5/16/2007,female,student,+4748186239,Fjordgata 115,Hønefoss,Hønefoss,9995,NO,@0BusiaKenya,@0BusiaKenya
ryan_dubois@bivgs.com,Ryan,A,Dubois,4/16/2007,male,student,+4748184368,Elvveien 114,Narvik,Narvik,2687,NO,@0BusiaKenya,@0BusiaKenya
jacob_rossi@bivgs.com,Jacob,C,Rossi,9/1/2008,male,student,+4748185214,Dalplassen 11,Sogndal,Sogndal,2985,NO,@0BusiaKenya,@0BusiaKenya
amy_petrov@bivgs.com,Amy,Y,Petrov,4/9/2008,female,student,+4748188467,Skogveien 17,Alta,Alta,4084,NO,@0BusiaKenya,@0BusiaKenya
shirley_novak@bivgs.com,Shirley,I,Novak,8/5/2008,female,student,+4748188093,Havplassen 21,Alta,Alta,1317,NO,@0BusiaKenya,@0BusiaKenya
nicholas_schneider@bivgs.com,Nicholas,C,Schneider,1/22/2008,male,student,+4748183752,Åsplassen 87,Gjøvik,Gjøvik,7106,NO,@0BusiaKenya,@0BusiaKenya
angela_petrov@bivgs.com,Angela,G,Petrov,2/2/2008,female,student,+4748187605,Åsplassen 17,Fauske,Fauske,6570,NO,@0BusiaKenya,@0BusiaKenya
helen_smits@bivgs.com,Helen,L,Smits,7/18/2008,female,student,+4748185396,Elvstien 79,Tynset,Tynset,5755,NO,@0BusiaKenya,@0BusiaKenya
stephen_ivanov@bivgs.com,Stephen,E,Ivanov,4/23/2008,male,student,+4748189921,Havenga 95,Sogndal,Sogndal,1726,NO,@0BusiaKenya,@0BusiaKenya
brenda_popescu@bivgs.com,Brenda,E,Popescu,6/5/2008,female,student,+4748184705,Fjordplassen 143,Alta,Alta,6243,NO,@0BusiaKenya,@0BusiaKenya
larry_dubois@bivgs.com,Larry,R,Dubois,8/3/2008,male,student,+4748183753,Berggata 51,Narvik,Narvik,5463,NO,@0BusiaKenya,@0BusiaKenya
nicole_petrov@bivgs.com,Nicole,C,Petrov,4/28/2008,female,student,+4748188313,Fjordbakken 56,Jessheim,Jessheim,3809,NO,@0BusiaKenya,@0BusiaKenya
scott_andersen@bivgs.com,Scott,O,Andersen,11/13/2008,male,student,+4748184421,Solenga 72,Jessheim,Jessheim,8933,NO,@0BusiaKenya,@0BusiaKenya
emma_andersen@bivgs.com,Emma,M,Andersen,4/19/2009,female,student,+4748184934,Lundplassen 14,Fauske,Fauske,4065,NO,@0BusiaKenya,@0BusiaKenya
brandon_smits@bivgs.com,Brandon,A,Smits,4/26/2009,male,student,+4748183951,Solenga 168,Sandvika,Sandvika,5280,NO,@0BusiaKenya,@0BusiaKenya
samantha_novak@bivgs.com,Samantha,M,Novak,11/26/2009,female,student,+4748183964,Skoghagen 65,Kongsvinger,Kongsvinger,8300,NO,@0BusiaKenya,@0BusiaKenya
benjamin_lindberg@bivgs.com,Benjamin,N,Lindberg,8/5/2009,male,student,+4748188380,Skogenga 184,Arendal,Arendal,6138,NO,@0BusiaKenya,@0BusiaKenya
katherine_dimitrov@bivgs.com,Katherine,T,Dimitrov,12/2/2009,female,student,+4748188127,Skogbakken 136,Førde,Førde,8469,NO,@0BusiaKenya,@0BusiaKenya
samuel_johansson@bivgs.com,Samuel,M,Johansson,7/17/2009,male,student,+4748187133,Skoghagen 95,Kongsvinger,Kongsvinger,8451,NO,@0BusiaKenya,@0BusiaKenya
christine_jensen@bivgs.com,Christine,R,Jensen,5/5/2009,female,student,+4748185291,Vikhagen 100,Tynset,Tynset,8512,NO,@0BusiaKenya,@0BusiaKenya
gregory_smits@bivgs.com,Gregory,E,Smits,10/25/2009,male,student,+4748185637,Åsgata 82,Sandvika,Sandvika,2292,NO,@0BusiaKenya,@0BusiaKenya
debra_jensen@bivgs.com,Debra,B,Jensen,6/23/2009,female,student,+4748189668,Dalveien 81,Førde,Førde,2947,NO,@0BusiaKenya,@0BusiaKenya
alexander_jensen@bivgs.com,Alexander,E,Jensen,9/13/2009,male,student,+4748189569,Solenga 189,Fauske,Fauske,8710,NO,@0BusiaKenya,@0BusiaKenya
catherine_schneider@bivgs.com,Catherine,T,Schneider,8/10/2009,female,student,+4748188169,Solbakken 22,Levanger,Levanger,1084,NO,@0BusiaKenya,@0BusiaKenya
frank_schneider@bivgs.com,Frank,A,Schneider,9/10/2009,male,student,+4748188761,Dalplassen 126,Tynset,Tynset,1097,NO,@0BusiaKenya,@0BusiaKenya
carolyn_kowalski@bivgs.com,Carolyn,R,Kowalski,11/26/2009,female,student,+4748183901,Åsgata 100,Stjørdal,Stjørdal,8879,NO,@0BusiaKenya,@0BusiaKenya
raymond_petrov@bivgs.com,Raymond,Y,Petrov,3/3/2009,male,student,+4748184425,Havhagen 39,Narvik,Narvik,4146,NO,@0BusiaKenya,@0BusiaKenya
janet_johansson@bivgs.com,Janet,N,Johansson,4/5/2009,female,student,+4748187336,Åsenga 30,Moelv,Moelv,9199,NO,@0BusiaKenya,@0BusiaKenya
ruth_hansen@bivgs.com,Ruth,T,Hansen,9/28/2010,female,student,+4748183657,Havveien 124,Hønefoss,Hønefoss,2489,NO,@0BusiaKenya,@0BusiaKenya
dennis_dimitrov@bivgs.com,Dennis,N,Dimitrov,10/1/2010,male,student,+4748185075,Solenga 82,Tynset,Tynset,8814,NO,@0BusiaKenya,@0BusiaKenya
maria_jensen@bivgs.com,Maria,R,Jensen,10/16/2010,female,student,+4748186444,Fjordhagen 96,Kirkenes,Kirkenes,1756,NO,@0BusiaKenya,@0BusiaKenya
jerry_kowalski@bivgs.com,Jerry,R,Kowalski,4/24/2010,male,student,+4748184162,Dalplassen 192,Arendal,Arendal,1662,NO,@0BusiaKenya,@0BusiaKenya
heather_lindberg@bivgs.com,Heather,A,Lindberg,10/15/2010,female,student,+4748189197,Elvbakken 160,Gjøvik,Gjøvik,6198,NO,@0BusiaKenya,@0BusiaKenya
tyler_rossi@bivgs.com,Tyler,L,Rossi,3/13/2010,male,student,+4748189451,Bergstien 4,Levanger,Levanger,9542,NO,@0BusiaKenya,@0BusiaKenya
diane_novak@bivgs.com,Diane,A,Novak,4/14/2010,female,student,+4748189829,Vikplassen 89,Lillestrøm,Lillestrøm,9036,NO,@0BusiaKenya,@0BusiaKenya
virginia_schneider@bivgs.com,Virginia,R,Schneider,2/10/2010,female,student,+4748185905,Lundenga 139,Levanger,Levanger,4867,NO,@0BusiaKenya,@0BusiaKenya
jose_lindberg@bivgs.com,Jose,S,Lindberg,9/22/2010,male,student,+4748187805,Dalbråten 122,Hønefoss,Hønefoss,1615,NO,@0BusiaKenya,@0BusiaKenya
julie_bakker@bivgs.com,Julie,L,Bakker,11/2/2010,female,student,+4748184004,Skogstien 190,Hønefoss,Hønefoss,2505,NO,@0BusiaKenya,@0BusiaKenya
adam_dimitrov@bivgs.com,Adam,A,Dimitrov,9/28/2010,male,student,+4748184424,Havstien 110,Kirkenes,Kirkenes,8395,NO,@0BusiaKenya,@0BusiaKenya
joyce_lindberg@bivgs.com,Joyce,Y,Lindberg,10/18/2010,female,student,+4748188684,Havbråten 162,Alta,Alta,9512,NO,@0BusiaKenya,@0BusiaKenya
henry_ivanov@bivgs.com,Henry,N,Ivanov,4/11/2010,male,student,+4748187684,Lundstien 72,Hønefoss,Hønefoss,7740,NO,@0BusiaKenya,@0BusiaKenya
nathan_kowalski@bivgs.com,Nathan,T,Kowalski,2/13/2010,male,student,+4748188469,Dalhagen 196,Alta,Alta,9527,NO,@0BusiaKenya,@0BusiaKenya
olivia_andersen@bivgs.com,Olivia,I,Andersen,2/21/2010,female,student,+4748186365,Havbakken 103,Notodden,Notodden,7122,NO,@0BusiaKenya,@0BusiaKenya
douglas_popescu@bivgs.com,Douglas,U,Popescu,3/11/2010,male,student,+4748189256,Fjordhagen 1,Moss,Moss,4232,NO,@0BusiaKenya,@0BusiaKenya
zachary_popescu@bivgs.com,Zachary,C,Popescu,5/23/2010,male,student,+4748183376,Dalgata 49,Førde,Førde,3674,NO,@0BusiaKenya,@0BusiaKenya
christina_dubois@bivgs.com,Christina,R,Dubois,6/14/2011,female,student,+4748184470,Solhagen 186,Sandvika,Sandvika,8141,NO,@0BusiaKenya,@0BusiaKenya
peter_jensen@bivgs.com,Peter,T,Jensen,9/5/2011,male,student,+4748188047,Havbråten 9,Moss,Moss,6357,NO,@0BusiaKenya,@0BusiaKenya
lauren_popescu@bivgs.com,Lauren,U,Popescu,12/5/2011,female,student,+4748187363,Vikbakken 171,Sogndal,Sogndal,8822,NO,@0BusiaKenya,@0BusiaKenya
kyle_andersen@bivgs.com,Kyle,L,Andersen,4/20/2011,male,student,+4748185222,Elvenga 29,Gjøvik,Gjøvik,1043,NO,@0BusiaKenya,@0BusiaKenya
joan_hansen@bivgs.com,Joan,A,Hansen,6/17/2011,female,student,+4748187046,Lundbråten 86,Lillestrøm,Lillestrøm,7126,NO,@0BusiaKenya,@0BusiaKenya
judith_dimitrov@bivgs.com,Judith,D,Dimitrov,6/11/2011,female,student,+4748188974,Skogveien 82,Lillestrøm,Lillestrøm,4695,NO,@0BusiaKenya,@0BusiaKenya
jeremy_smits@bivgs.com,Jeremy,R,Smits,10/24/2011,male,student,+4748184831,Åsveien 181,Arendal,Arendal,1319,NO,@0BusiaKenya,@0BusiaKenya
harold_johansson@bivgs.com,Harold,R,Johansson,5/2/2011,male,student,+4748187526,Skogenga 103,Sogndal,Sogndal,3706,NO,@0BusiaKenya,@0BusiaKenya
cheryl_rossi@bivgs.com,Cheryl,E,Rossi,2/22/2011,female,student,+4748187433,Havveien 179,Stjørdal,Stjørdal,7552,NO,@0BusiaKenya,@0BusiaKenya
keith_dimitrov@bivgs.com,Keith,I,Dimitrov,7/28/2011,male,student,+4748184866,Åsgata 113,Stjørdal,Stjørdal,6279,NO,@0BusiaKenya,@0BusiaKenya
andrea_kowalski@bivgs.com,Andrea,D,Kowalski,9/4/2011,female,student,+4748184886,Solbråten 33,Notodden,Notodden,8242,NO,@0BusiaKenya,@0BusiaKenya
roger_hansen@bivgs.com,Roger,G,Hansen,12/17/2011,male,student,+4748184937,Lundbakken 17,Moelv,Moelv,5633,NO,@0BusiaKenya,@0BusiaKenya
frances_petrov@bivgs.com,Frances,A,Petrov,12/23/2011,female,student,+4748189887,Fjordbakken 160,Alta,Alta,1864,NO,@0BusiaKenya,@0BusiaKenya
noah_lindberg@bivgs.com,Noah,A,Lindberg,12/10/2011,male,student,+4748187676,Vikbakken 184,Fauske,Fauske,2501,NO,@0BusiaKenya,@0BusiaKenya
hannah_petrov@bivgs.com,Hannah,N,Petrov,6/9/2011,female,student,+4748186415,Dalbakken 145,Kongsvinger,Kongsvinger,2215,NO,@0BusiaKenya,@0BusiaKenya
jacqueline_popescu@bivgs.com,Jacqueline,C,Popescu,5/15/2011,female,student,+4748187116,Fjordenga 80,Jessheim,Jessheim,8644,NO,@0BusiaKenya,@0BusiaKenya
carl_popescu@bivgs.com,Carl,R,Popescu,5/13/2011,male,student,+4748185218,Skogenga 84,Moss,Moss,3412,NO,@0BusiaKenya,@0BusiaKenya
ann_bakker@bivgs.com,Ann,N,Bakker,9/13/2012,female,student,+4748185821,Dalplassen 120,Fauske,Fauske,2303,NO,@0BusiaKenya,@0BusiaKenya
terry_kowalski@bivgs.com,Terry,R,Kowalski,11/9/2012,male,student,+4748187504,Åshagen 131,Narvik,Narvik,4636,NO,@0BusiaKenya,@0BusiaKenya
jean_andersen@bivgs.com,Jean,A,Andersen,3/20/2012,female,student,+4748185088,Vikgata 13,Arendal,Arendal,1266,NO,@0BusiaKenya,@0BusiaKenya
sean_ivanov@bivgs.com,Sean,A,Ivanov,3/8/2012,male,student,+4748184598,Bergbakken 64,Kongsvinger,Kongsvinger,8794,NO,@0BusiaKenya,@0BusiaKenya
alice_rossi@bivgs.com,Alice,I,Rossi,11/16/2012,female,student,+4748188075,Elvbråten 180,Tynset,Tynset,7434,NO,@0BusiaKenya,@0BusiaKenya
austin_jensen@bivgs.com,Austin,S,Jensen,10/23/2012,male,student,+4748189265,Dalplassen 91,Hønefoss,Hønefoss,7625,NO,@0BusiaKenya,@0BusiaKenya
madison_andersen@bivgs.com,Madison,D,Andersen,11/27/2012,female,student,+4748186008,Elvbråten 108,Moss,Moss,6893,NO,@0BusiaKenya,@0BusiaKenya
arthur_popescu@bivgs.com,Arthur,T,Popescu,11/13/2012,male,student,+4748184712,Havveien 198,Levanger,Levanger,9767,NO,@0BusiaKenya,@0BusiaKenya
lawrence_jensen@bivgs.com,Lawrence,W,Jensen,4/19/2012,male,student,+4748183784,Skogstien 37,Stjørdal,Stjørdal,6997,NO,@0BusiaKenya,@0BusiaKenya
abigail_rossi@bivgs.com,Abigail,I,Rossi,4/9/2012,female,student,+4748184383,Elvenga 134,Notodden,Notodden,1199,NO,@0BusiaKenya,@0BusiaKenya
jesse_novak@bivgs.com,Jesse,S,Novak,1/20/2012,male,student,+4748189626,Fjordbråten 72,Levanger,Levanger,9127,NO,@0BusiaKenya,@0BusiaKenya
dylan_ivanov@bivgs.com,Dylan,L,Ivanov,8/11/2012,male,student,+4748188494,Havbakken 116,Jessheim,Jessheim,9195,NO,@0BusiaKenya,@0BusiaKenya
bryan_jensen@bivgs.com,Bryan,Y,Jensen,12/26/2012,male,student,+4748183336,Lundgata 136,Stjørdal,Stjørdal,2946,NO,@0BusiaKenya,@0BusiaKenya
grace_popescu@bivgs.com,Grace,A,Popescu,6/23/2012,female,student,+4748189387,Vikhagen 146,Moss,Moss,1976,NO,@0BusiaKenya,@0BusiaKenya
joe_dubois@bivgs.com,Joe,E,Dubois,8/10/2012,male,student,+4748188195,Fjordstien 150,Sandvika,Sandvika,2148,NO,@0BusiaKenya,@0BusiaKenya
janice_petrov@bivgs.com,Janice,N,Petrov,12/18/2012,female,student,+4748185856,Elvenga 195,Gjøvik,Gjøvik,8432,NO,@0BusiaKenya,@0BusiaKenya
billy_bakker@bivgs.com,Billy,L,Bakker,10/26/2012,male,student,+4748188048,Lundbråten 27,Alta,Alta,9593,NO,@0BusiaKenya,@0BusiaKenya
rose_ivanov@bivgs.com,Rose,S,Ivanov,2/17/2012,female,student,+4748187384,Solveien 43,Sogndal,Sogndal,2668,NO,@0BusiaKenya,@0BusiaKenya
bruce_hansen@bivgs.com,Bruce,U,Hansen,7/7/2012,male,student,+4748188252,Dalstien 156,Kirkenes,Kirkenes,2919,NO,@0BusiaKenya,@0BusiaKenya
